	legnum
evenBo22.oddBo24	4296
evenBo40.oddBo75	32098
evenBo3.oddBo94	485
evenBo6.oddBo55	3740
evenBo50.oddBo54	2362
evenBo31.oddBo40	24153
evenBo6.oddBo91	2556
evenBo13.oddBo53	5628
evenBo3.oddBo15	892
evenBo48.oddBo40	497
evenBo28.oddBo10	6108
evenBo44.oddBo7	933
evenBo22.oddBo88	10390
evenBo16.oddBo48	24996
evenBo2.oddBo15	1241
evenBo34.oddBo89	2435
evenBo46.oddBo88	9137
evenBo50.oddBo32	9724
evenBo32.oddBo79	11242
evenBo17.oddBo43	21792
evenBo50.oddBo39	1703
evenBo11.oddBo18	12536
evenBo9.oddBo35	3383
evenBo3.oddBo59	13237
evenBo50.oddBo62	24356
evenBo25.oddBo78	22513
evenBo1.oddBo47	5097
evenBo42.oddBo48	9262
evenBo36.oddBo89	9513
evenBo35.oddBo73	14627
evenBo17.oddBo45	8923
evenBo34.oddBo19	23457
evenBo41.oddBo43	45417
evenBo45.oddBo74	22753
evenBo34.oddBo13	18269
evenBo11.oddBo62	9929
evenBo40.oddBo49	11936
evenBo40.oddBo31	6348
evenBo23.oddBo8	9755
evenBo20.oddBo5	14397
evenBo26.oddBo67	29385
evenBo13.oddBo1	3744
evenBo31.oddBo73	23659
evenBo20.oddBo52	3836
evenBo18.oddBo59	19138
evenBo11.oddBo2	5837
evenBo48.oddBo86	7269
evenBo48.oddBo39	1386
evenBo3.oddBo3	973
evenBo17.oddBo53	8609
evenBo2.oddBo41	4208
evenBo23.oddBo19	2518
evenBo11.oddBo20	1086
evenBo44.oddBo91	14039
evenBo8.oddBo56	21197
evenBo7.oddBo65	21415
evenBo20.oddBo13	18493
evenBo10.oddBo31	1460
evenBo17.oddBo32	24444
evenBo26.oddBo62	11605
evenBo31.oddBo3	2683
evenBo21.oddBo73	4103
evenBo16.oddBo19	1694
evenBo30.oddBo80	21865
evenBo44.oddBo3	1486
evenBo19.oddBo34	11920
evenBo15.oddBo7	12799
evenBo28.oddBo89	18525
evenBo18.oddBo26	4712
evenBo24.oddBo11	4506
evenBo47.oddBo32	2425
evenBo49.oddBo40	1774
evenBo38.oddBo87	5801
evenBo46.oddBo39	9592
evenBo14.oddBo60	49144
evenBo19.oddBo2	5804
evenBo38.oddBo37	60700
evenBo49.oddBo75	16255
evenBo17.oddBo19	6637
evenBo34.oddBo12	12802
evenBo22.oddBo89	11062
evenBo44.oddBo71	15580
evenBo34.oddBo56	1779
evenBo48.oddBo57	2758
evenBo23.oddBo65	48444
evenBo22.oddBo38	14659
evenBo49.oddBo60	613
evenBo18.oddBo16	12074
evenBo27.oddBo84	16027
evenBo49.oddBo87	10553
evenBo12.oddBo3	2927
evenBo1.oddBo61	1819
evenBo34.oddBo9	8981
evenBo37.oddBo53	1108
evenBo49.oddBo84	1932
evenBo50.oddBo89	44058
evenBo25.oddBo66	11171
evenBo45.oddBo88	4561
evenBo13.oddBo58	11395
evenBo35.oddBo12	14538
evenBo40.oddBo23	5596
evenBo39.oddBo49	34698
evenBo23.oddBo7	39111
evenBo47.oddBo51	2338
evenBo15.oddBo59	3856
evenBo18.oddBo78	19545
evenBo26.oddBo13	3176
evenBo27.oddBo23	2674
evenBo8.oddBo47	15214
evenBo16.oddBo84	2385
evenBo38.oddBo89	7360
evenBo47.oddBo1	847
evenBo40.oddBo14	19729
evenBo12.oddBo56	11350
evenBo12.oddBo73	13003
evenBo42.oddBo55	15354
evenBo45.oddBo16	2216
evenBo43.oddBo38	13033
evenBo20.oddBo79	35134
evenBo15.oddBo61	26030
evenBo6.oddBo52	2414
evenBo41.oddBo5	2053
evenBo25.oddBo45	33882
evenBo41.oddBo24	10479
evenBo30.oddBo24	3436
evenBo13.oddBo22	5191
evenBo17.oddBo81	4690
evenBo23.oddBo26	9343
evenBo7.oddBo79	1365
evenBo13.oddBo27	6572
evenBo45.oddBo29	3027
evenBo36.oddBo55	1360
evenBo24.oddBo88	3969
evenBo29.oddBo28	2637
evenBo7.oddBo60	9301
evenBo48.oddBo2	590
evenBo19.oddBo45	11335
evenBo23.oddBo17	3646
evenBo32.oddBo10	2970
evenBo8.oddBo68	10360
evenBo21.oddBo91	1663
evenBo19.oddBo40	5301
evenBo44.oddBo84	16685
evenBo29.oddBo34	10729
evenBo50.oddBo48	947
evenBo12.oddBo22	1446
evenBo29.oddBo25	11223
evenBo21.oddBo82	13962
evenBo6.oddBo42	19335
evenBo31.oddBo64	24076
evenBo18.oddBo37	58504
evenBo15.oddBo77	2728
evenBo42.oddBo29	4017
evenBo11.oddBo87	1314
evenBo13.oddBo6	1090
evenBo44.oddBo83	4118
evenBo36.oddBo5	6642
evenBo44.oddBo72	21370
evenBo19.oddBo3	6043
evenBo24.oddBo15	4273
evenBo3.oddBo41	3903
evenBo42.oddBo19	2028
evenBo29.oddBo27	4494
evenBo12.oddBo10	6238
evenBo14.oddBo23	5001
evenBo34.oddBo27	6342
evenBo48.oddBo60	9754
evenBo14.oddBo24	990
evenBo23.oddBo44	13859
evenBo9.oddBo96	1077
evenBo21.oddBo32	10071
evenBo44.oddBo66	3632
evenBo11.oddBo85	1354
evenBo41.oddBo10	14173
evenBo13.oddBo46	7479
evenBo47.oddBo76	9247
evenBo45.oddBo96	934
evenBo19.oddBo31	4258
evenBo6.oddBo18	6684
evenBo15.oddBo84	4168
evenBo44.oddBo37	8952
evenBo43.oddBo48	11209
evenBo45.oddBo41	4237
evenBo45.oddBo10	1165
evenBo47.oddBo47	17840
evenBo25.oddBo79	26620
evenBo20.oddBo16	14466
evenBo10.oddBo75	2226
evenBo17.oddBo83	11948
evenBo12.oddBo66	13707
evenBo38.oddBo56	2373
evenBo25.oddBo68	11172
evenBo19.oddBo43	9256
evenBo21.oddBo88	8387
evenBo38.oddBo3	1263
evenBo42.oddBo31	6181
evenBo18.oddBo65	918
evenBo39.oddBo17	12808
evenBo24.oddBo12	1294
evenBo13.oddBo66	5791
evenBo24.oddBo41	19797
evenBo9.oddBo56	2722
evenBo11.oddBo58	13841
evenBo6.oddBo71	651
evenBo4.oddBo11	2630
evenBo42.oddBo56	16290
evenBo48.oddBo73	7579
evenBo25.oddBo41	6948
evenBo47.oddBo77	13727
evenBo26.oddBo21	2548
evenBo26.oddBo20	3943
evenBo15.oddBo38	8716
evenBo39.oddBo10	4358
evenBo8.oddBo13	2134
evenBo35.oddBo86	23229
evenBo3.oddBo22	5359
evenBo21.oddBo58	18355
evenBo6.oddBo76	2764
evenBo5.oddBo8	1236
evenBo33.oddBo9	11869
evenBo26.oddBo6	14523
evenBo24.oddBo85	7323
evenBo17.oddBo89	1827
evenBo8.oddBo34	5680
evenBo9.oddBo37	13439
evenBo48.oddBo79	2901
evenBo3.oddBo81	1125
evenBo27.oddBo1	9513
evenBo14.oddBo3	1968
evenBo44.oddBo93	20796
evenBo24.oddBo67	10636
evenBo17.oddBo82	1522
evenBo31.oddBo58	10210
evenBo26.oddBo63	9613
evenBo17.oddBo90	3583
evenBo35.oddBo70	7151
evenBo1.oddBo13	1762
evenBo11.oddBo6	2764
evenBo26.oddBo76	31394
evenBo6.oddBo72	3099
evenBo11.oddBo1	1297
evenBo22.oddBo12	9307
evenBo37.oddBo14	7738
evenBo32.oddBo81	13689
evenBo11.oddBo48	17327
evenBo11.oddBo11	9820
evenBo38.oddBo9	6019
evenBo28.oddBo3	5181
evenBo7.oddBo18	8931
evenBo33.oddBo12	5089
evenBo33.oddBo90	5798
evenBo34.oddBo87	12144
evenBo11.oddBo40	14036
evenBo5.oddBo45	5700
evenBo36.oddBo23	18021
evenBo27.oddBo65	19302
evenBo29.oddBo15	1458
evenBo44.oddBo62	6283
evenBo20.oddBo7	703
evenBo23.oddBo23	4620
evenBo31.oddBo76	4453
evenBo25.oddBo3	21360
evenBo8.oddBo17	1025
evenBo8.oddBo89	3442
evenBo44.oddBo67	10142
evenBo6.oddBo31	4337
evenBo3.oddBo32	4572
evenBo19.oddBo38	54933
evenBo32.oddBo92	17661
evenBo6.oddBo34	1388
evenBo6.oddBo5	1381
evenBo8.oddBo8	653
evenBo24.oddBo78	7699
evenBo11.oddBo77	2063
evenBo27.oddBo32	10235
evenBo3.oddBo21	1169
evenBo11.oddBo14	1691
evenBo15.oddBo2	1163
evenBo24.oddBo59	11407
evenBo49.oddBo68	15030
evenBo15.oddBo48	4785
evenBo2.oddBo5	2760
evenBo37.oddBo29	6879
evenBo43.oddBo15	1615
evenBo6.oddBo89	1692
evenBo33.oddBo26	3019
evenBo43.oddBo25	935
evenBo12.oddBo9	2519
evenBo12.oddBo36	9854
evenBo27.oddBo18	1016
evenBo44.oddBo56	12741
evenBo8.oddBo85	1385
evenBo26.oddBo8	6761
evenBo6.oddBo40	2761
evenBo29.oddBo4	7682
evenBo8.oddBo67	18624
evenBo22.oddBo68	1564
evenBo23.oddBo71	18660
evenBo26.oddBo7	7201
evenBo14.oddBo8	26797
evenBo25.oddBo17	1938
evenBo49.oddBo9	938
evenBo24.oddBo40	5577
evenBo19.oddBo30	15221
evenBo43.oddBo89	11670
evenBo35.oddBo75	22891
evenBo41.oddBo57	15745
evenBo48.oddBo80	12366
evenBo18.oddBo60	6149
evenBo4.oddBo91	3769
evenBo49.oddBo85	9151
evenBo14.oddBo29	8690
evenBo29.oddBo17	2757
evenBo12.oddBo51	23883
evenBo6.oddBo6	2221
evenBo24.oddBo18	2027
evenBo32.oddBo28	24171
evenBo46.oddBo16	10888
evenBo50.oddBo38	2057
evenBo30.oddBo25	8699
evenBo27.oddBo46	9094
evenBo1.oddBo44	5929
evenBo35.oddBo53	736
evenBo36.oddBo53	1665
evenBo7.oddBo10	1646
evenBo2.oddBo63	1857
evenBo22.oddBo64	2575
evenBo20.oddBo32	13045
evenBo49.oddBo37	2439
evenBo23.oddBo11	8970
evenBo48.oddBo54	1350
evenBo2.oddBo33	5691
evenBo9.oddBo79	1306
evenBo11.oddBo22	8631
evenBo27.oddBo25	6872
evenBo50.oddBo84	5044
evenBo34.oddBo81	7112
evenBo2.oddBo80	765
evenBo43.oddBo8	669
evenBo14.oddBo73	21448
evenBo21.oddBo34	16815
evenBo16.oddBo53	8082
evenBo22.oddBo32	14631
evenBo23.oddBo64	4109
evenBo12.oddBo80	2018
evenBo15.oddBo30	3879
evenBo46.oddBo15	9465
evenBo14.oddBo32	8765
evenBo40.oddBo90	4897
evenBo30.oddBo42	8754
evenBo31.oddBo25	7653
evenBo18.oddBo34	24931
evenBo43.oddBo95	1046
evenBo10.oddBo36	3358
evenBo33.oddBo18	14166
evenBo2.oddBo68	2613
evenBo31.oddBo89	6034
evenBo15.oddBo27	7004
evenBo45.oddBo76	13762
evenBo24.oddBo17	4905
evenBo8.oddBo71	1027
evenBo33.oddBo20	14601
evenBo36.oddBo16	27712
evenBo32.oddBo9	11868
evenBo22.oddBo43	16403
evenBo42.oddBo64	13628
evenBo15.oddBo24	1450
evenBo26.oddBo24	11759
evenBo20.oddBo34	11850
evenBo24.oddBo28	2829
evenBo11.oddBo93	2594
evenBo49.oddBo14	1047
evenBo33.oddBo92	7252
evenBo11.oddBo94	202
evenBo45.oddBo85	1625
evenBo15.oddBo88	1643
evenBo23.oddBo13	2742
evenBo39.oddBo15	3960
evenBo6.oddBo28	9903
evenBo24.oddBo64	8089
evenBo21.oddBo40	7412
evenBo15.oddBo90	1075
evenBo48.oddBo77	9304
evenBo24.oddBo81	6228
evenBo35.oddBo28	8405
evenBo18.oddBo63	3795
evenBo19.oddBo63	1320
evenBo33.oddBo57	1085
evenBo5.oddBo1	863
evenBo14.oddBo54	23975
evenBo7.oddBo47	10384
evenBo18.oddBo67	17695
evenBo11.oddBo84	1595
evenBo17.oddBo23	2283
evenBo50.oddBo81	3128
evenBo45.oddBo42	5816
evenBo4.oddBo32	7390
evenBo34.oddBo3	3593
evenBo8.oddBo12	1818
evenBo25.oddBo12	3684
evenBo47.oddBo39	3040
evenBo46.oddBo12	2818
evenBo22.oddBo4	11709
evenBo9.oddBo76	2041
evenBo18.oddBo66	3053
evenBo42.oddBo34	15086
evenBo24.oddBo84	8068
evenBo46.oddBo90	19466
evenBo1.oddBo32	3201
evenBo30.oddBo11	10140
evenBo20.oddBo63	1006
evenBo44.oddBo80	13786
evenBo4.oddBo39	1970
evenBo33.oddBo55	587
evenBo25.oddBo87	2661
evenBo21.oddBo22	3437
evenBo44.oddBo35	13757
evenBo10.oddBo80	1419
evenBo37.oddBo56	956
evenBo20.oddBo65	1624
evenBo5.oddBo19	8895
evenBo25.oddBo44	16525
evenBo17.oddBo75	23166
evenBo49.oddBo7	1961
evenBo39.oddBo92	11337
evenBo33.oddBo35	16757
evenBo6.oddBo36	8000
evenBo16.oddBo11	3488
evenBo19.oddBo86	9569
evenBo20.oddBo60	4363
evenBo28.oddBo92	5710
evenBo27.oddBo6	10196
evenBo13.oddBo65	13455
evenBo8.oddBo6	1010
evenBo13.oddBo25	3563
evenBo41.oddBo4	2445
evenBo5.oddBo10	1318
evenBo45.oddBo15	1839
evenBo6.oddBo20	7170
evenBo47.oddBo37	10346
evenBo18.oddBo23	1043
evenBo1.oddBo48	4423
evenBo40.oddBo88	9898
evenBo49.oddBo57	1682
evenBo23.oddBo78	11787
evenBo17.oddBo42	8030
evenBo16.oddBo42	7817
evenBo2.oddBo2	754
evenBo17.oddBo29	6597
evenBo33.oddBo19	13478
evenBo49.oddBo66	11778
evenBo33.oddBo10	8339
evenBo5.oddBo35	1703
evenBo30.oddBo60	11774
evenBo23.oddBo35	20258
evenBo46.oddBo87	1659
evenBo34.oddBo57	2778
evenBo13.oddBo16	10388
evenBo27.oddBo79	11950
evenBo42.oddBo66	8006
evenBo4.oddBo76	3213
evenBo32.oddBo57	762
evenBo22.oddBo22	2162
evenBo9.oddBo46	5246
evenBo31.oddBo24	18567
evenBo1.oddBo90	1273
evenBo19.oddBo88	867
evenBo50.oddBo19	4365
evenBo49.oddBo49	955
evenBo34.oddBo14	30105
evenBo34.oddBo31	10851
evenBo50.oddBo11	1673
evenBo44.oddBo9	911
evenBo17.oddBo18	13781
evenBo44.oddBo61	2809
evenBo11.oddBo9	2369
evenBo11.oddBo10	2900
evenBo11.oddBo82	2191
evenBo21.oddBo28	10876
evenBo7.oddBo76	1094
evenBo8.oddBo19	1556
evenBo22.oddBo29	1880
evenBo17.oddBo85	5256
evenBo10.oddBo20	1091
evenBo34.oddBo25	4757
evenBo27.oddBo63	1750
evenBo1.oddBo74	1295
evenBo47.oddBo20	2891
evenBo27.oddBo17	2188
evenBo47.oddBo93	1228
evenBo18.oddBo18	6001
evenBo2.oddBo26	18443
evenBo46.oddBo22	3366
evenBo38.oddBo11	17146
evenBo22.oddBo67	3758
evenBo50.oddBo90	2144
evenBo21.oddBo68	2022
evenBo4.oddBo84	1480
evenBo2.oddBo28	6397
evenBo38.oddBo13	2334
evenBo1.oddBo26	9412
evenBo7.oddBo1	1125
evenBo32.oddBo52	5155
evenBo5.oddBo38	1011
evenBo49.oddBo39	760
evenBo29.oddBo30	4617
evenBo50.oddBo20	7277
evenBo49.oddBo28	989
evenBo15.oddBo52	11262
evenBo36.oddBo65	20798
evenBo20.oddBo68	832
evenBo22.oddBo45	13938
evenBo8.oddBo55	16256
evenBo3.oddBo37	1017
evenBo50.oddBo53	3451
evenBo6.oddBo37	3509
evenBo26.oddBo15	1488
evenBo38.oddBo90	6880
evenBo37.oddBo19	14410
evenBo49.oddBo16	4909
evenBo30.oddBo28	6303
evenBo8.oddBo36	5195
evenBo13.oddBo37	3646
evenBo12.oddBo61	9603
evenBo36.oddBo17	3735
evenBo28.oddBo23	15384
evenBo2.oddBo24	4700
evenBo32.oddBo91	4522
evenBo12.oddBo90	1032
evenBo47.oddBo70	6311
evenBo33.oddBo83	4283
evenBo5.oddBo59	19323
evenBo16.oddBo92	1881
evenBo45.oddBo84	2812
evenBo14.oddBo61	20192
evenBo25.oddBo70	10174
evenBo33.oddBo84	13271
evenBo49.oddBo91	3665
evenBo14.oddBo25	2247
evenBo22.oddBo37	13910
evenBo7.oddBo21	2115
evenBo8.oddBo40	4616
evenBo19.oddBo89	1833
evenBo23.oddBo95	2131
evenBo21.oddBo38	16270
evenBo41.oddBo25	7500
evenBo11.oddBo51	13810
evenBo19.oddBo8	1530
evenBo7.oddBo34	14266
evenBo2.oddBo91	1309
evenBo10.oddBo25	2389
evenBo18.oddBo89	4521
evenBo19.oddBo60	4143
evenBo21.oddBo21	5781
evenBo18.oddBo68	2920
evenBo24.oddBo42	7320
evenBo19.oddBo64	558
evenBo49.oddBo95	2534
evenBo37.oddBo7	2652
evenBo7.oddBo66	18916
evenBo24.oddBo26	2840
evenBo37.oddBo17	3473
evenBo16.oddBo91	599
evenBo27.oddBo93	3244
evenBo38.oddBo66	22385
evenBo19.oddBo91	864
evenBo12.oddBo86	1222
evenBo46.oddBo33	7763
evenBo48.oddBo85	9002
evenBo6.oddBo27	9296
evenBo24.oddBo24	4367
evenBo31.oddBo57	1833
evenBo26.oddBo69	28699
evenBo46.oddBo51	757
evenBo43.oddBo10	1543
evenBo3.oddBo5	1421
evenBo17.oddBo44	32323
evenBo39.oddBo54	4598
evenBo17.oddBo27	5965
evenBo38.oddBo2	2011
evenBo40.oddBo65	74772
evenBo5.oddBo2	2161
evenBo44.oddBo23	1006
evenBo4.oddBo67	2526
evenBo24.oddBo92	1848
evenBo20.oddBo91	764
evenBo10.oddBo33	10117
evenBo36.oddBo31	6654
evenBo34.oddBo21	16360
evenBo5.oddBo26	5756
evenBo21.oddBo77	15989
evenBo42.oddBo89	3525
evenBo23.oddBo88	5835
evenBo2.oddBo71	1404
evenBo7.oddBo70	955
evenBo27.oddBo73	9283
evenBo27.oddBo40	14911
evenBo25.oddBo23	4705
evenBo10.oddBo14	805
evenBo8.oddBo46	6914
evenBo44.oddBo88	3343
evenBo21.oddBo31	3814
evenBo20.oddBo66	2564
evenBo8.oddBo37	4731
evenBo43.oddBo96	468
evenBo3.oddBo52	1836
evenBo17.oddBo61	13426
evenBo32.oddBo24	3303
evenBo2.oddBo64	941
evenBo42.oddBo21	1149
evenBo46.oddBo18	1633
evenBo38.oddBo5	3544
evenBo49.oddBo8	1286
evenBo33.oddBo25	6308
evenBo10.oddBo86	668
evenBo26.oddBo14	1244
evenBo40.oddBo87	3740
evenBo4.oddBo23	3945
evenBo23.oddBo72	12450
evenBo44.oddBo21	568
evenBo45.oddBo44	10580
evenBo10.oddBo27	8559
evenBo35.oddBo55	2362
evenBo4.oddBo96	621
evenBo2.oddBo39	2412
evenBo40.oddBo89	4779
evenBo6.oddBo75	2054
evenBo47.oddBo24	1121
evenBo3.oddBo54	3043
evenBo3.oddBo75	688
evenBo3.oddBo40	1634
evenBo16.oddBo90	1245
evenBo49.oddBo70	9368
evenBo17.oddBo20	1695
evenBo39.oddBo55	2312
evenBo34.oddBo32	27765
evenBo9.oddBo88	1293
evenBo7.oddBo85	280
evenBo42.oddBo95	187
evenBo11.oddBo15	4489
evenBo10.oddBo5	3250
evenBo48.oddBo70	14229
evenBo9.oddBo12	1012
evenBo10.oddBo15	393
evenBo44.oddBo11	8733
evenBo13.oddBo83	753
evenBo10.oddBo34	12795
evenBo3.oddBo6	1570
evenBo5.oddBo64	2634
evenBo31.oddBo9	3934
evenBo3.oddBo12	686
evenBo40.oddBo55	2887
evenBo12.oddBo55	8024
evenBo3.oddBo43	5896
evenBo35.oddBo95	506
evenBo12.oddBo52	4419
evenBo13.oddBo26	1491
evenBo14.oddBo12	15498
evenBo31.oddBo52	3745
evenBo5.oddBo89	1661
evenBo34.oddBo15	11320
evenBo37.oddBo9	4492
evenBo32.oddBo27	3296
evenBo17.oddBo22	1076
evenBo21.oddBo66	1142
evenBo16.oddBo52	18724
evenBo20.oddBo71	1550
evenBo2.oddBo27	1143
evenBo21.oddBo27	3568
evenBo46.oddBo79	3402
evenBo2.oddBo52	9538
evenBo18.oddBo24	3576
evenBo2.oddBo75	1252
evenBo20.oddBo22	6778
evenBo28.oddBo88	3552
evenBo30.oddBo94	1372
evenBo20.oddBo20	5297
evenBo37.oddBo4	951
evenBo2.oddBo59	1409
evenBo21.oddBo8	6961
evenBo50.oddBo58	1795
evenBo4.oddBo92	798
evenBo14.oddBo19	2794
evenBo42.oddBo25	2780
evenBo50.oddBo10	1714
evenBo2.oddBo4	952
evenBo44.oddBo81	10981
evenBo27.oddBo15	1784
evenBo41.oddBo20	2219
evenBo44.oddBo90	4943
evenBo46.oddBo47	7464
evenBo15.oddBo79	7572
evenBo17.oddBo86	3208
evenBo31.oddBo8	8547
evenBo25.oddBo24	5190
evenBo14.oddBo89	859
evenBo3.oddBo9	1074
evenBo50.oddBo31	1929
evenBo50.oddBo61	9889
evenBo5.oddBo37	1549
evenBo36.oddBo18	8827
evenBo31.oddBo23	15502
evenBo36.oddBo1	1930
evenBo22.oddBo13	7545
evenBo30.oddBo9	9214
evenBo8.oddBo16	2458
evenBo22.oddBo87	4071
evenBo29.oddBo12	5779
evenBo46.oddBo19	562
evenBo26.oddBo18	2590
evenBo1.oddBo56	1387
evenBo9.oddBo31	1945
evenBo3.oddBo65	672
evenBo27.oddBo94	11539
evenBo36.oddBo25	9477
evenBo45.oddBo21	851
evenBo19.oddBo79	17655
evenBo11.oddBo21	2092
evenBo20.oddBo21	11060
evenBo47.oddBo92	16927
evenBo49.oddBo61	3494
evenBo1.oddBo81	2450
evenBo7.oddBo81	1581
evenBo9.oddBo86	598
evenBo9.oddBo87	1059
evenBo46.oddBo23	1060
evenBo45.oddBo9	1115
evenBo17.oddBo24	2250
evenBo27.oddBo14	2282
evenBo48.oddBo28	2068
evenBo18.oddBo31	6202
evenBo25.oddBo11	12171
evenBo41.oddBo26	26478
evenBo4.oddBo53	5283
evenBo5.oddBo16	879
evenBo29.oddBo16	3291
evenBo8.oddBo91	1612
evenBo4.oddBo47	13320
evenBo14.oddBo31	1574
evenBo19.oddBo35	17584
evenBo17.oddBo1	2113
evenBo41.oddBo94	6047
evenBo25.oddBo21	3615
evenBo9.oddBo5	3909
evenBo15.oddBo42	3468
evenBo6.oddBo86	529
evenBo23.oddBo62	6908
evenBo22.oddBo14	5025
evenBo28.oddBo27	1399
evenBo2.oddBo89	5494
evenBo4.oddBo81	550
evenBo10.oddBo78	2027
evenBo30.oddBo22	13998
evenBo9.oddBo28	2917
evenBo11.oddBo91	1120
evenBo10.oddBo42	4140
evenBo27.oddBo64	3322
evenBo18.oddBo61	1308
evenBo22.oddBo47	9284
evenBo12.oddBo94	1054
evenBo49.oddBo32	5648
evenBo16.oddBo14	1116
evenBo17.oddBo92	1740
evenBo41.oddBo88	3437
evenBo47.oddBo78	1798
evenBo10.oddBo60	11035
evenBo29.oddBo87	2873
evenBo46.oddBo32	412
evenBo40.oddBo10	13488
evenBo47.oddBo8	961
evenBo47.oddBo7	468
evenBo43.oddBo88	2417
evenBo28.oddBo24	4565
evenBo21.oddBo35	7561
evenBo50.oddBo45	1940
evenBo32.oddBo53	1836
evenBo18.oddBo93	644
evenBo34.oddBo86	9385
evenBo13.oddBo8	8570
evenBo39.oddBo51	28688
evenBo43.oddBo39	8786
evenBo25.oddBo22	6711
evenBo23.oddBo41	21116
evenBo5.oddBo12	2363
evenBo48.oddBo68	11282
evenBo4.oddBo5	497
evenBo6.oddBo58	1497
evenBo34.oddBo72	14034
evenBo16.oddBo44	10705
evenBo40.oddBo3	1569
evenBo30.oddBo16	6014
evenBo38.oddBo75	20007
evenBo20.oddBo6	3729
evenBo26.oddBo93	1065
evenBo31.oddBo10	14244
evenBo15.oddBo75	7780
evenBo47.oddBo42	9347
evenBo1.oddBo16	957
evenBo49.oddBo10	395
evenBo45.oddBo18	2132
evenBo50.oddBo1	2148
evenBo26.oddBo61	5268
evenBo45.oddBo53	3401
evenBo15.oddBo96	365
evenBo39.oddBo86	9560
evenBo30.oddBo90	2479
evenBo35.oddBo1	1516
evenBo47.oddBo2	844
evenBo33.oddBo88	2259
evenBo39.oddBo19	2546
evenBo40.oddBo22	1512
evenBo45.oddBo4	918
evenBo8.oddBo96	375
evenBo5.oddBo22	3728
evenBo14.oddBo91	1871
evenBo49.oddBo43	449
evenBo9.oddBo82	1241
evenBo15.oddBo26	505
evenBo5.oddBo88	3245
evenBo4.oddBo57	2045
evenBo20.oddBo38	9233
evenBo15.oddBo81	5341
evenBo10.oddBo21	3602
evenBo46.oddBo38	15507
evenBo25.oddBo25	2212
evenBo30.oddBo17	6875
evenBo21.oddBo2	2197
evenBo20.oddBo1	1567
evenBo31.oddBo85	7186
evenBo39.oddBo32	4089
evenBo22.oddBo70	1474
evenBo40.oddBo6	3070
evenBo22.oddBo79	6923
evenBo28.oddBo63	10258
evenBo5.oddBo58	17337
evenBo21.oddBo65	2899
evenBo48.oddBo31	1529
evenBo11.oddBo24	764
evenBo4.oddBo37	1181
evenBo46.oddBo9	1856
evenBo14.oddBo30	5026
evenBo8.oddBo9	3365
evenBo16.oddBo10	6294
evenBo5.oddBo71	853
evenBo36.oddBo26	5040
evenBo44.oddBo15	464
evenBo45.oddBo93	22824
evenBo45.oddBo33	1718
evenBo50.oddBo23	12169
evenBo25.oddBo96	727
evenBo3.oddBo53	5829
evenBo8.oddBo35	10405
evenBo14.oddBo6	5466
evenBo18.oddBo22	486
evenBo7.oddBo74	792
evenBo38.oddBo12	2399
evenBo14.oddBo88	424
evenBo13.oddBo13	736
evenBo3.oddBo36	500
evenBo17.oddBo11	3087
evenBo1.oddBo84	802
evenBo1.oddBo59	2942
evenBo6.oddBo85	1221
evenBo3.oddBo26	2110
evenBo10.oddBo91	824
evenBo31.oddBo55	7701
evenBo2.oddBo13	2559
evenBo27.oddBo9	10697
evenBo22.oddBo17	2061
evenBo44.oddBo39	7442
evenBo47.oddBo12	1362
evenBo4.oddBo86	1208
evenBo45.oddBo22	1817
evenBo5.oddBo80	2423
evenBo15.oddBo40	2362
evenBo1.oddBo50	10497
evenBo12.oddBo8	1874
evenBo32.oddBo58	3154
evenBo22.oddBo42	10353
evenBo4.oddBo94	1360
evenBo20.oddBo72	3683
evenBo48.oddBo69	8959
evenBo34.oddBo1	2259
evenBo5.oddBo66	2233
evenBo12.oddBo27	7406
evenBo3.oddBo92	298
evenBo2.oddBo60	1337
evenBo36.oddBo3	1876
evenBo7.oddBo19	11388
evenBo45.oddBo79	2087
evenBo4.oddBo48	3718
evenBo9.oddBo94	1441
evenBo3.oddBo24	10440
evenBo30.oddBo87	7265
evenBo3.oddBo29	4544
evenBo43.oddBo12	9781
evenBo21.oddBo62	1178
evenBo10.oddBo90	1434
evenBo8.oddBo10	785
evenBo37.oddBo1	964
evenBo44.oddBo41	8813
evenBo5.oddBo46	10017
evenBo44.oddBo6	626
evenBo5.oddBo29	4541
evenBo3.oddBo70	575
evenBo17.oddBo4	2004
evenBo20.oddBo39	10307
evenBo49.oddBo86	6707
evenBo21.oddBo72	817
evenBo6.oddBo82	1908
evenBo23.oddBo31	11154
evenBo9.oddBo77	1302
evenBo26.oddBo40	11906
evenBo49.oddBo20	6672
evenBo34.oddBo26	4305
evenBo27.oddBo27	5226
evenBo44.oddBo30	3756
evenBo1.oddBo7	243
evenBo25.oddBo26	3631
evenBo4.oddBo13	749
evenBo1.oddBo17	1109
evenBo48.oddBo37	8378
evenBo4.oddBo10	925
evenBo45.oddBo51	758
evenBo46.oddBo20	1487
evenBo4.oddBo52	1877
evenBo8.oddBo74	748
evenBo9.oddBo15	645
evenBo27.oddBo22	3843
evenBo17.oddBo88	2273
evenBo4.oddBo29	4159
evenBo28.oddBo19	2284
evenBo7.oddBo12	324
evenBo25.oddBo32	5078
evenBo15.oddBo94	1627
evenBo50.oddBo37	2665
evenBo2.oddBo69	1503
evenBo48.oddBo30	651
evenBo27.oddBo81	3146
